FOOTHER,FUELAUX,LPOTHER,UGOTH,USEEL,USEFO,USELP,USENG,USESOLAR,USEWWAC,FOODPROC,LOCRFRI2,STOVEN,COLDMA,HOTMA,NOACDAYS,NOHEATDAYS,USEWOOD,WDOTHER,WDPELLET,WOODLOGS,TVONWE2,TVONWD2,TVSIZE2,TVTYPE2,TYPERFR2,DBT1,DBT99,DNTHEAT,EQUIPAUX,EQUIPAUXTYPE,INTDATA,INTDATAACC,NHSLDMEM,OA_LAT,SIZRFRI2,WWACAGE,WSF,GWT,CDD30YR,CDD65,CDD80,GNDHDD65,HDD30YR,HDD50,HDD65,IECC_CLIMATE_PUB,ENERGYASST11,ENERGYASST12,ENERGYASST13,ENERGYASST14,ENERGYASST15,ENERGYASSTOTH,PROTHERMAC,SWAMPCOL,USECENAC,BENOTHER,EELIGHTS,FREEAUDIT,NOACHELP,NOHEATHELP,PAYHELP,DUALCOOKTFUEL,OUTGRILLFUEL,OVENFUEL,STOVEFUEL,FUELH2O,FUELH2O2,FOPAY,LPGPAY,NGPAY,AUDIT,AUDITCHG,REBATEAPP,RECYCAPP,SMARTMETER,SMARTTHERM,MOISTURE,NOTMOIST,USEMOISTURE,USENOTMOIST,EDUCATION,EMPLOYHH,HHAGE,HHSEX,HOUSEHOLDER_RACE,MONEYPY,NUMADULT,NUMCHILD,SDESCENT,ESFREEZE,ESCWASH,ESDISHW,ESDRYER,ESFRIG,ESLIGHT,ESWATER,ESWIN,TEMPGONE,TEMPGONEAC,TEMPHOME,TEMPHOMEAC,TEMPNITE,TEMPNITEAC,THERMAIN,THERMAINAC,NUMATTICFAN,NUMCFAN,NUMFLOORFAN,NUMWHOLEFAN,H2OHEATAPT,MORETHAN1H2O,WHEATAGE,WHEATSIZ,ATTCHEAT,BASEHEAT,EQUIPAGE,EQUIPM,EQUIPMUSE,GARGHEAT,HEATHOME,INTERNET,INTSTREAM,INWIRELESS,CABLESAT,COMBODVR,DVD,PLAYSTA,SEPDVR,TVAUDIOSYS,VCR,AGECDRYER,AGECWASH,CWASHER,DRYER,DRYRFUEL,DRYRUSE,APPOTHER,BLENDER,COFFEE,CROCKPOT,RICECOOK,TOAST,TOASTOVN,TYPEGLASS,WALLTYPE,WINDOWS,WINFRAME,ELCOOL,ELFOOD,ELOTHER,ELWARM,ELWATER,OCCUPYYRANGE,YEARMADERANGE,ATHOME,ELPAY,ENERGYASST,KOWNRENT,NOACBROKE,NOACEL,NOHEATBROKE,NOHEATBULK,NOHEATEL,NOHEATNG,SCALEB,SCALEE,SCALEG,LGTIN4,LGTINCAN,LGTINCFL,LGTINCNTL,LGTINLED,LGTINNUM,LGTOUTCNTL,LGTOUTNUM,TAXCREDITAPP,AGEFRZR,NUMFREEZ,SIZFREEZ,UPRTFRZR,AGECENAC,AIRCOND,ATTCCOOL,BASECOOL,CENACHP,COOLTYPE,GARGCOOL,NUMBERAC,PROTHERM,CELLPHONE,DESKTOP,ELPERIPH,NUMLAPTOP,NUMSMPHONE,NUMTABLET,TVCOLOR,TVONWD1,TVONWE1,TVSIZE1,TVTYPE1,AGEDW,DISHWASH,DWASHUSE,DWCYCLE,RNSETEMP,TOPFRONT,WASHLOAD,WASHTEMP,AMTMICRO,COOKTUSE,DUALOVENFUEL,MICRO,NUMMEAL,OUTGRILL,OVEN,OVENUSE,SEPCOOKTUSE,SEPOVENUSE,STOVE,AGERFRI1,AGERFRI2,ICE,NUMFRIG,SIZRFRI1,TYPERFR1,ALTFUELPEV,BACKUP,OUTLET,SOLAR,FUELPOOL,FUELTUB,MONPOOL,MONTUB,POOL,RECBATH,SWIMPOOL,ADQINSUL,DOOR1SUM,DRAFTY,HIGHCEIL,ROOFTYPE,FOWARM,FOWATER,LPCOOK,LPWARM,LPWATER,SOLOTHER,SOLWATER,UGASHERE,UGCOOK,UGWARM,UGWATER,WDWARM,WDWATER,NHAFBATH,OTHROOMS,TOTCSQFT,TOTHSQFT,ATTIC,ATTICFIN,BASEFIN,BEDROOMS,CELLAR,NCOMBATH,PRKGPLC1,SIZEOFGARAGE,STORIES,STUDIO,TOTROOMS,TOTSQFT_EN,CLIMATE_REGION_PUB,DIVISION,METROMICRO,REGIONC,TYPEHUQ,UATYP10
0.0,-2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,-2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,3.0,3.0,2.0,5.0,-2.0,89.9,15.8,-2.0,0.0,-2.0,-9.0,-9.0,1.0,4.928999999999999,-2.0,3.0,0.5,52.01,1104.0,1350.0,153.0,4837.78,4989.0,2012.0,4908.0,8.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,1.0,-2.0,1.0,0.0,-2.0,-2.0,-2.0,-9.0,-2.0,0.0,0.0,-2.0,-2.0,1.0,0.0,65.0,1.0,1.0,1.0,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,0.0,70.0,75.0,70.0,80.0,70.0,70.0,0.0,-2.0,-2.0,0.0,2.0,-2.0,2.0,-2.0,1.0,-2.0,-2.0,-2.0,5.0,2.0,1.0,-2.0,1.0,0.0,0.0,-2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,20.0,2.0,1.0,1.0,1.0,0.0,0.0,7.0,2.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,2.0,-2.0,2.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,1.0,2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,21.0,14.0,-2.0,1.0,1.0,0.0,0.0,1.0,-2.0,-2.0,0.0,3.0,-2.0,0.0,1.0,3.0,22.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,601.0,902.0,-2.0,-2.0,-2.0,1.0,-2.0,1.0,-2.0,-2.0,-2.0,0.0,3.0,902.0,1.0,2.0,0.0,1.0,4.0,0.0
